question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name
0,0.618421052631579,0.17322834645669288,0.0,0.6148768,0.64134026,0.62782985,0.11538461538461539,0.6277714,0.9541616439819336,0.0,0.0,0.9252709964963526,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
7,0.2413793103448276,0.25316455696202533,0.05785509594341803,0.5585726,0.73374593,0.6342869,0.17391304347826086,0.7292514,0.888841450214386,0.0,0.0,0.0,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
11,0.16393442622950818,0.11267605633802817,0.0,0.48845226,0.6412633,0.5545228,0.03225806451612903,0.3176104,0.7821673154830933,0.0,0.2,0.9375362704590091,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
19,0.6612903225806451,0.1272727272727273,0.0,0.5072779,0.5794184,0.5409536,0.10526315789473684,0.6042518,0.9185032844543457,0.0,0.3333333333333333,0.9592826029388858,0.0,0.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
27,0.38596491228070173,0.14457831325301204,0.0,0.5541147,0.6719545,0.6073717,0.029411764705882353,0.44880527,0.8802977204322815,0.0,0.2,0.8897746482005809,0.0,0.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
28,0.8095238095238095,0.17948717948717952,0.0,0.6849185,0.6907973,0.68784535,0.058823529411764705,0.8047184,0.9608473777770996,0.4,0.8,0.8701526393827101,0.3333333333,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
33,0.8214285714285714,0.35185185185185186,0.13423083199938562,0.67189926,0.64864874,0.6600693,0.2413793103448276,0.92975396,0.9491803646087646,0.0,0.25,0.0,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
53,0.5,0.1769911504424779,0.0,0.5967853,0.65153754,0.6229607,0.06521739130434782,0.7007708,0.9575262069702148,0.0,0.4,0.8498257986236637,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
63,0.6785714285714286,0.2061855670103093,0.0,0.63464767,0.7024249,0.66681844,0.21052631578947367,0.8914504,0.9666165709495544,0.0,0.0,0.897579419088402,0.49999999995,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
76,0.7647058823529411,0.2173913043478261,0.0,0.6146411,0.64642537,0.6301327,0.08333333333333333,0.7000691,0.9462202787399292,0.0,0.25,0.8873055257608594,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
87,0.3695652173913043,0.15873015873015875,0.0,0.60441184,0.7277859,0.6603861,0.12,0.7912134,0.9462659358978271,0.0,0.125,0.9475088665786536,0.0,1.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
92,0.5945945945945946,0.3225806451612903,0.12607984981055434,0.7264895,0.6497575,0.68598443,0.13953488372093023,0.59200656,0.9716724753379822,0.0,0.8333333333333334,0.9944395838992292,0.0,0.0,marketing,retriever_params,128,0,multi-qa-mpnet-base-dot-v1,v_small_context,3,mistralai/Mistral-7B-Instruct-v0.3
